gene_id	transcript_id(s)	RainbowTrout_RNA_Gill_Immature_Female_R1	RainbowTrout_RNA_Gill_Immature_Female_R2	RainbowTrout_RNA_Gill_Immature_Female_R3	RainbowTrout_RNA_Gill_Immature_Male_R1	RainbowTrout_RNA_Gill_Immature_Male_R2	RainbowTrout_RNA_Gill_Immature_Male_R3	RainbowTrout_RNA_Gill_Mature_Female_R1	RainbowTrout_RNA_Gill_Mature_Female_R2	RainbowTrout_RNA_Gill_Mature_Female_R3	RainbowTrout_RNA_Gill_Mature_Male_R1	RainbowTrout_RNA_Gill_Mature_Male_R2	RainbowTrout_RNA_Gill_Mature_Male_R3
ENSOMYG00000000266	ENSOMYT00000000460,ENSOMYT00000000464,ENSOMYT00000000467,ENSOMYT00000039649	23.93	26.88	23.52	23.41	21.27	34.11	49.56	25.15	48.71	38.72	33.22	37.87
ENSOMYG00000000267	ENSOMYT00000000444,ENSOMYT00000000448,ENSOMYT00000000453,ENSOMYT00000000466,ENSOMYT00000000473,ENSOMYT00000000476	2.97	5.62	3.70	2.93	3.18	2.99	1.97	2.85	5.06	3.39	3.66	13.80
ENSOMYG00000000268	ENSOMYT00000000431	2.96	0.23	4.12	2.26	1.85	0.87	2.52	4.64	4.57	1.36	0.83	2.84
ENSOMYG00000000269	ENSOMYT00000000433	39.41	43.93	38.13	43.78	57.54	43.10	46.37	42.67	44.40	48.78	45.00	53.46
ENSOMYG00000000270	ENSOMYT00000000449,ENSOMYT00000000454,ENSOMYT00000000462,ENSOMYT00000000472,ENSOMYT00000000478	35.28	46.16	49.21	45.52	40.89	50.56	24.14	29.35	33.02	66.78	43.49	66.86
ENSOMYG00000000271	ENSOMYT00000000436	0.06	0.12	0.00	0.21	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00
ENSOMYG00000000272	ENSOMYT00000000435	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
ENSOMYG00000000273	ENSOMYT00000000437,ENSOMYT00000135696	0.09	0.17	0.17	0.17	0.18	0.00	0.00	0.00	0.00	0.07	0.00	0.04
ENSOMYG00000000274	ENSOMYT00000000440	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.14	0.03	0.34	0.10	0.10
ENSOMYG00000000275	ENSOMYT00000000438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000276	ENSOMYT00000000441	0.00	0.51	0.52	0.33	0.22	0.00	0.00	0.31	0.10	0.12	0.49	0.00
ENSOMYG00000000277	ENSOMYT00000000439	0.37	0.24	0.64	0.61	0.30	0.17	0.65	0.59	0.31	0.32	0.57	0.29
ENSOMYG00000000278	ENSOMYT00000000479	1.59	2.20	2.64	2.62	3.16	2.32	2.17	4.01	3.26	4.11	2.89	3.96
ENSOMYG00000000279	ENSOMYT00000000443	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00
ENSOMYG00000000280	ENSOMYT00000000513,ENSOMYT00000000536,ENSOMYT00000000541,ENSOMYT00000164911	0.14	0.10	0.15	0.06	0.18	0.10	0.05	0.09	0.10	0.37	0.02	0.24
ENSOMYG00000000281	ENSOMYT00000000483,ENSOMYT00000000487,ENSOMYT00000000492,ENSOMYT00000000496,ENSOMYT00000014253,ENSOMYT00000014309,ENSOMYT00000131062	36.78	46.62	46.53	46.37	42.11	49.00	57.00	44.62	45.73	56.63	48.69	39.19
ENSOMYG00000000282	ENSOMYT00000000447	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000283	ENSOMYT00000000510,ENSOMYT00000000558,ENSOMYT00000000569,ENSOMYT00000000573,ENSOMYT00000000577,ENSOMYT00000000580,ENSOMYT00000119741	23.45	19.30	16.82	17.25	18.83	15.82	37.38	16.53	26.23	15.18	13.43	14.19
ENSOMYG00000000284	ENSOMYT00000000481,ENSOMYT00000000484,ENSOMYT00000000494,ENSOMYT00000000502,ENSOMYT00000000508,ENSOMYT00000000511,ENSOMYT00000000521,ENSOMYT00000000529	28.36	31.79	34.16	25.52	28.42	33.79	21.18	26.19	36.36	34.60	38.74	38.35
ENSOMYG00000000285	ENSOMYT00000000475,ENSOMYT00000000486,ENSOMYT00000000489,ENSOMYT00000000499,ENSOMYT00000032131,ENSOMYT00000033432,ENSOMYT00000163426	47.79	42.00	38.62	33.09	30.27	29.87	33.05	23.29	41.07	28.74	44.18	39.90
ENSOMYG00000000286	ENSOMYT00000000455,ENSOMYT00000000458	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000287	ENSOMYT00000000469	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000288	ENSOMYT00000000470,ENSOMYT00000152064,ENSOMYT00000166905	6.22	5.68	6.01	3.02	2.41	4.82	6.22	4.26	5.50	4.81	4.53	3.62
ENSOMYG00000000290	ENSOMYT00000000459	1.10	1.98	1.05	0.63	0.91	1.68	1.44	0.82	1.43	0.86	0.85	3.22
ENSOMYG00000000293	ENSOMYT00000000480	9.55	14.95	14.24	9.94	9.89	9.46	8.29	16.84	11.20	15.31	11.97	11.37
ENSOMYG00000000296	ENSOMYT00000000498	0.00	0.18	0.15	0.08	0.23	0.00	0.00	0.00	0.07	0.00	0.00	0.00
ENSOMYG00000000297	ENSOMYT00000000488	17.84	11.14	14.80	14.77	17.74	9.76	18.27	10.66	9.35	8.52	11.91	10.21
ENSOMYG00000000299	ENSOMYT00000000503,ENSOMYT00000000516,ENSOMYT00000000523	1.05	1.13	1.05	0.46	1.07	1.63	0.82	0.75	0.71	0.61	0.79	0.91
ENSOMYG00000000300	ENSOMYT00000000501	4.55	6.87	8.97	5.21	4.25	9.84	9.09	7.76	5.59	11.64	10.99	10.55
ENSOMYG00000000301	ENSOMYT00000000504	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000303	ENSOMYT00000000512,ENSOMYT00000000519	11.85	16.15	15.68	14.92	9.83	10.91	58.55	11.69	14.37	12.25	13.12	13.34
ENSOMYG00000000305	ENSOMYT00000000538,ENSOMYT00000119607,ENSOMYT00000130531,ENSOMYT00000134518,ENSOMYT00000135657,ENSOMYT00000144180,ENSOMYT00000146726	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00
ENSOMYG00000000306	ENSOMYT00000000522,ENSOMYT00000000528,ENSOMYT00000000537,ENSOMYT00000000539,ENSOMYT00000000546,ENSOMYT00000000554	0.16	0.53	0.45	0.57	0.46	0.84	0.73	0.31	0.79	1.00	0.36	0.46
ENSOMYG00000000308	ENSOMYT00000000520	14.36	17.66	15.95	22.57	18.62	20.18	10.71	14.09	14.44	17.54	19.35	22.83
ENSOMYG00000000310	ENSOMYT00000000531,ENSOMYT00000000532,ENSOMYT00000000756,ENSOMYT00000145968	17.39	17.36	18.34	15.80	13.31	15.59	18.32	16.63	19.13	15.51	10.82	18.57
ENSOMYG00000000311	ENSOMYT00000000601,ENSOMYT00000000617,ENSOMYT00000000625,ENSOMYT00000000630,ENSOMYT00000000633,ENSOMYT00000123155,ENSOMYT00000132625,ENSOMYT00000135213,ENSOMYT00000142023,ENSOMYT00000164659	0.05	0.02	0.11	0.10	0.11	0.00	0.00	0.01	0.00	0.06	0.15	0.02
ENSOMYG00000000312	ENSOMYT00000000526,ENSOMYT00000000533	0.19	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
ENSOMYG00000000313	ENSOMYT00000000524	0.00	0.00	0.00	0.00	0.00	0.00	14.51	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000315	ENSOMYT00000000545	10.36	8.78	9.70	4.96	9.82	7.63	9.59	7.01	5.62	10.51	7.86	8.78
ENSOMYG00000000316	ENSOMYT00000000535	2.90	6.93	8.27	5.87	8.30	5.81	5.87	3.54	5.62	4.73	4.59	8.93
ENSOMYG00000000318	ENSOMYT00000000540	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000319	ENSOMYT00000000542	3.36	4.37	4.99	4.42	4.44	5.55	13.54	3.62	4.50	4.75	4.08	4.55
ENSOMYG00000000320	ENSOMYT00000000549,ENSOMYT00000133107,ENSOMYT00000136930	2.16	3.00	1.97	1.66	1.55	0.58	1.61	0.68	1.14	0.91	1.45	3.53
ENSOMYG00000000321	ENSOMYT00000000548	74.97	113.42	97.47	115.39	99.54	105.34	150.38	208.44	166.37	97.78	87.53	115.12
ENSOMYG00000000322	ENSOMYT00000000544	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000323	ENSOMYT00000000543,ENSOMYT00000126266,ENSOMYT00000129145,ENSOMYT00000157722	9.33	11.89	22.01	20.62	13.09	18.85	10.04	15.70	15.93	30.33	15.19	22.01
ENSOMYG00000000326	ENSOMYT00000000555,ENSOMYT00000000581,ENSOMYT00000000609,ENSOMYT00000000627	0.00	0.06	0.00	0.02	0.06	0.00	0.00	0.01	0.01	0.02	0.00	0.00
ENSOMYG00000000327	ENSOMYT00000000557	3.87	4.35	3.21	2.37	2.72	3.40	4.62	3.57	4.37	2.80	4.26	9.05
ENSOMYG00000000329	ENSOMYT00000000553	6.04	7.26	6.41	6.81	5.01	5.09	22.73	4.33	4.82	5.97	4.84	3.89
ENSOMYG00000000331	ENSOMYT00000000457,ENSOMYT00000000568,ENSOMYT00000000649,ENSOMYT00000000701,ENSOMYT00000127696,ENSOMYT00000133288	0.01	0.00	0.01	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.00
ENSOMYG00000000332	ENSOMYT00000000560	1.07	0.48	0.90	0.12	0.65	0.32	0.74	0.50	0.10	0.37	0.58	0.33
ENSOMYG00000000334	ENSOMYT00000000563	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000337	ENSOMYT00000000567	4.59	4.25	2.76	2.78	2.04	1.50	0.00	3.15	5.28	2.53	1.27	3.27
ENSOMYG00000000338	ENSOMYT00000000572,ENSOMYT00000144687	0.11	0.41	0.08	0.26	0.09	0.10	0.00	0.00	0.23	0.19	0.19	0.60
ENSOMYG00000000339	ENSOMYT00000000593	54.54	61.15	53.24	59.99	52.19	71.39	72.90	76.87	74.00	69.99	67.60	63.02
ENSOMYG00000000340	ENSOMYT00000000571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000342	ENSOMYT00000000574,ENSOMYT00000000582,ENSOMYT00000127596	29.02	37.85	34.34	24.45	27.06	29.04	23.03	26.84	19.90	32.94	26.65	24.76
ENSOMYG00000000343	ENSOMYT00000000655,ENSOMYT00000000658,ENSOMYT00000000672,ENSOMYT00000000685,ENSOMYT00000000694,ENSOMYT00000000704	59.95	40.08	20.53	22.49	22.88	25.73	22.26	32.58	39.17	29.39	69.19	27.91
ENSOMYG00000000344	ENSOMYT00000000723,ENSOMYT00000000729,ENSOMYT00000000736	11.50	12.76	7.17	7.63	6.84	8.36	7.15	5.03	10.43	5.52	9.97	14.90
ENSOMYG00000000349	ENSOMYT00000000585	0.20	0.13	0.10	0.23	0.03	0.26	0.00	0.10	0.08	0.07	0.30	0.23
ENSOMYG00000000350	ENSOMYT00000000597,ENSOMYT00000000599	1.56	2.55	0.43	1.62	0.67	1.04	0.35	0.78	1.41	0.44	1.54	1.06
ENSOMYG00000000352	ENSOMYT00000000587,ENSOMYT00000124987	4.63	5.34	2.27	2.98	0.59	2.22	2.31	1.96	5.26	2.73	1.92	2.03
ENSOMYG00000000353	ENSOMYT00000000588	0.00	0.00	3.36	0.00	3.98	0.00	43.83	0.00	0.00	0.00	0.00	1.80
ENSOMYG00000000356	ENSOMYT00000000591,ENSOMYT00000135263	4.32	3.07	3.47	2.55	3.13	3.95	6.65	3.99	3.83	2.71	2.46	4.45
ENSOMYG00000000357	ENSOMYT00000000595,ENSOMYT00000000611,ENSOMYT00000000614,ENSOMYT00000000619,ENSOMYT00000150112	19.13	23.46	19.09	22.29	22.91	20.71	15.31	14.09	10.78	24.57	28.90	23.55
ENSOMYG00000000358	ENSOMYT00000000592	0.00	0.00	0.05	0.05	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.06
ENSOMYG00000000360	ENSOMYT00000000610	3.96	2.31	3.42	2.46	1.49	1.61	30.31	4.84	6.61	8.25	3.44	1.95
ENSOMYG00000000361	ENSOMYT00000000605	0.00	6.35	2.55	0.00	0.00	0.00	8.39	1.56	0.00	3.49	1.78	1.39
ENSOMYG00000000362	ENSOMYT00000000634	81.62	87.95	51.10	59.80	44.06	42.98	42.90	42.57	41.06	57.91	53.37	92.86
ENSOMYG00000000366	ENSOMYT00000000618	0.00	0.05	0.09	0.04	0.04	0.05	0.00	0.08	0.00	0.05	0.00	0.00
ENSOMYG00000000367	ENSOMYT00000000621,ENSOMYT00000000626,ENSOMYT00000121068,ENSOMYT00000131952	1.35	0.39	0.72	0.48	0.00	0.72	6.64	0.27	0.45	0.27	0.16	1.47
ENSOMYG00000000368	ENSOMYT00000000624	0.00	0.17	0.28	0.29	0.22	0.32	0.00	0.56	0.26	0.54	0.97	1.16
ENSOMYG00000000369	ENSOMYT00000000628	0.00	0.00	0.05	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.17
ENSOMYG00000000370	ENSOMYT00000000676	6.89	6.48	16.67	10.62	14.78	12.16	23.94	6.43	2.89	1.10	7.84	8.36
ENSOMYG00000000372	ENSOMYT00000000631	2.19	2.45	2.53	1.96	3.01	3.07	13.38	2.54	3.31	2.37	1.15	1.52
ENSOMYG00000000375	ENSOMYT00000000656,ENSOMYT00000127971,ENSOMYT00000137076,ENSOMYT00000150212	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.05
ENSOMYG00000000376	ENSOMYT00000000640,ENSOMYT00000000683,ENSOMYT00000073597	0.63	0.00	0.32	0.36	0.00	0.00	0.00	0.51	0.29	0.72	0.57	0.54
ENSOMYG00000000377	ENSOMYT00000000644	0.13	0.16	0.03	0.21	0.00	0.49	0.00	0.00	0.00	0.00	0.04	0.04
ENSOMYG00000000378	ENSOMYT00000000641,ENSOMYT00000146741,ENSOMYT00000152844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000379	ENSOMYT00000000733,ENSOMYT00000000750,ENSOMYT00000000789,ENSOMYT00000000818,ENSOMYT00000000826,ENSOMYT00000000828,ENSOMYT00000000833,ENSOMYT00000122074	17.43	14.61	13.10	13.15	10.32	13.50	20.86	9.07	11.53	11.49	11.19	18.11
ENSOMYG00000000381	ENSOMYT00000000659,ENSOMYT00000000664,ENSOMYT00000000668,ENSOMYT00000000673,ENSOMYT00000024457,ENSOMYT00000024466,ENSOMYT00000024506,ENSOMYT00000024564,ENSOMYT00000024581,ENSOMYT00000024633	0.00	0.00	0.00	0.14	0.00	0.04	0.24	0.02	0.01	0.14	0.08	0.02
ENSOMYG00000000382	ENSOMYT00000000646	0.79	5.00	8.40	4.67	2.20	1.33	5.75	7.17	3.02	6.35	5.94	8.43
ENSOMYG00000000383	ENSOMYT00000000651,ENSOMYT00000000654	6.43	7.71	7.71	7.14	6.33	6.41	4.19	3.27	5.64	6.19	4.33	7.15
ENSOMYG00000000384	ENSOMYT00000000648	0.00	0.00	0.05	0.03	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000385	ENSOMYT00000000653,ENSOMYT00000000661	37.18	40.88	17.54	34.22	24.63	20.83	19.77	16.67	14.79	13.94	15.19	19.21
ENSOMYG00000000386	ENSOMYT00000000671,ENSOMYT00000000675,ENSOMYT00000000681,ENSOMYT00000137199	0.06	0.10	0.08	0.42	0.05	0.00	0.00	0.00	0.12	0.05	0.10	0.38
ENSOMYG00000000387	ENSOMYT00000000660,ENSOMYT00000166958	6.64	10.42	6.23	7.50	8.52	5.54	19.74	6.97	6.05	6.17	5.65	5.00
ENSOMYG00000000388	ENSOMYT00000000670,ENSOMYT00000000674	155.13	177.28	97.01	133.34	88.44	187.12	106.47	240.78	214.81	163.50	120.16	228.89
ENSOMYG00000000389	ENSOMYT00000000703,ENSOMYT00000000706,ENSOMYT00000000710,ENSOMYT00000000712,ENSOMYT00000000717,ENSOMYT00000019692	2.62	3.59	3.11	1.50	2.38	1.83	6.39	1.19	3.49	2.37	3.05	4.86
ENSOMYG00000000390	ENSOMYT00000000688,ENSOMYT00000000731,ENSOMYT00000000735,ENSOMYT00000000739,ENSOMYT00000041633,ENSOMYT00000125191,ENSOMYT00000128962,ENSOMYT00000129757	55.48	47.57	63.98	54.26	59.82	56.78	54.91	56.93	59.59	57.76	58.83	57.92
ENSOMYG00000000391	ENSOMYT00000000515,ENSOMYT00000000689,ENSOMYT00000000690,ENSOMYT00000000698,ENSOMYT00000135621,ENSOMYT00000141605	5.11	5.54	5.42	5.09	3.67	4.47	22.62	4.80	3.37	4.47	5.23	4.35
ENSOMYG00000000392	ENSOMYT00000000682	0.07	0.00	0.29	0.00	0.00	0.00	0.38	0.12	0.05	0.32	0.00	0.00
ENSOMYG00000000394	ENSOMYT00000000686,ENSOMYT00000000691	13.66	17.42	13.04	11.95	12.42	11.72	11.76	10.52	10.18	12.04	9.52	13.82
ENSOMYG00000000395	ENSOMYT00000000693	33.88	30.99	31.77	33.86	24.57	27.17	42.40	34.52	34.13	42.11	35.89	38.22
ENSOMYG00000000398	ENSOMYT00000000697	3.89	2.75	1.76	2.15	3.38	3.91	1.44	1.90	4.44	1.74	3.41	9.18
ENSOMYG00000000399	ENSOMYT00000000700	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000400	ENSOMYT00000000708	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000401	ENSOMYT00000116927,ENSOMYT00000121261,ENSOMYT00000130423,ENSOMYT00000137287,ENSOMYT00000142505,ENSOMYT00000160849,ENSOMYT00000161295,ENSOMYT00000163160,ENSOMYT00000163518,ENSOMYT00000164364	0.03	0.00	0.17	0.00	0.39	0.00	0.00	0.07	0.25	0.23	0.44	0.00
ENSOMYG00000000403	ENSOMYT00000000713,ENSOMYT00000000714,ENSOMYT00000000716	0.11	0.36	0.05	0.09	0.00	0.46	0.28	0.33	0.15	0.25	0.00	0.16
ENSOMYG00000000404	ENSOMYT00000000758,ENSOMYT00000000801,ENSOMYT00000000805,ENSOMYT00000000812,ENSOMYT00000000816,ENSOMYT00000000821,ENSOMYT00000000825,ENSOMYT00000108601	11.76	16.97	14.14	12.01	9.77	11.49	19.31	7.94	16.25	12.48	15.46	26.80
ENSOMYG00000000405	ENSOMYT00000000715,ENSOMYT00000125351,ENSOMYT00000130363,ENSOMYT00000134519	35.52	43.88	35.35	35.09	29.63	33.19	39.02	31.13	30.45	41.90	36.13	41.51
ENSOMYG00000000406	ENSOMYT00000000711	4.30	5.91	5.88	4.29	6.29	5.05	12.38	5.33	5.02	6.77	4.07	4.92
ENSOMYG00000000407	ENSOMYT00000000728,ENSOMYT00000000732,ENSOMYT00000000734,ENSOMYT00000119934	14.94	16.37	11.40	13.29	12.74	13.74	11.75	9.69	12.27	15.02	11.58	12.99
ENSOMYG00000000408	ENSOMYT00000000720	89.46	104.40	126.53	110.73	116.77	126.36	139.81	43.39	0.00	0.00	52.47	59.86
ENSOMYG00000000410	ENSOMYT00000000719	1.40	3.06	1.34	1.94	1.41	2.38	2.51	1.38	1.09	1.33	1.89	1.55
ENSOMYG00000000411	ENSOMYT00000000724	8.03	11.84	11.00	9.27	11.20	9.85	18.50	11.35	14.59	13.22	9.00	9.21
ENSOMYG00000000412	ENSOMYT00000000722	0.00	11.04	7.08	7.19	6.52	8.31	0.00	4.06	3.70	4.92	10.66	7.90
ENSOMYG00000000413	ENSOMYT00000000725,ENSOMYT00000070152,ENSOMYT00000117604,ENSOMYT00000142559	54.22	47.05	57.66	57.08	50.67	48.43	200.69	59.08	56.34	50.31	42.03	42.20
ENSOMYG00000000414	ENSOMYT00000000737,ENSOMYT00000000738	10.63	12.30	8.09	9.84	8.50	8.81	7.84	10.88	9.40	8.03	10.00	11.57
ENSOMYG00000000417	ENSOMYT00000000740	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000419	ENSOMYT00000000744	0.00	0.00	0.23	0.35	0.48	41.07	0.00	0.00	0.31	0.00	0.00	0.54
ENSOMYG00000000420	ENSOMYT00000000747,ENSOMYT00000127802,ENSOMYT00000151379	240.20	247.69	205.61	227.91	202.99	197.23	162.62	164.43	165.18	201.41	201.76	184.42
ENSOMYG00000000422	ENSOMYT00000000746	2.32	1.27	2.08	0.93	1.26	1.01	3.91	1.04	2.60	2.49	1.39	5.07
ENSOMYG00000000423	ENSOMYT00000000748	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.17
ENSOMYG00000000424	ENSOMYT00000000752	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00
ENSOMYG00000000425	ENSOMYT00000000751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000426	ENSOMYT00000000527,ENSOMYT00000000754,ENSOMYT00000061823,ENSOMYT00000150626	14.50	17.45	14.87	12.61	12.97	16.91	26.25	11.39	13.78	16.93	13.67	10.71
ENSOMYG00000000427	ENSOMYT00000000757,ENSOMYT00000000759,ENSOMYT00000000760,ENSOMYT00000138579,ENSOMYT00000157351	5.74	5.41	3.75	3.75	2.42	5.20	4.86	4.12	4.46	4.39	3.58	2.89
ENSOMYG00000000428	ENSOMYT00000000910,ENSOMYT00000000927,ENSOMYT00000000930,ENSOMYT00000000934,ENSOMYT00000000940,ENSOMYT00000000951,ENSOMYT00000000965,ENSOMYT00000000968,ENSOMYT00000107532,ENSOMYT00000129746	5.42	4.48	6.76	6.29	5.36	4.91	8.61	6.15	4.82	5.03	5.89	4.98
ENSOMYG00000000429	ENSOMYT00000000755	0.00	0.04	0.04	0.10	0.02	0.08	0.00	0.02	0.02	0.10	0.02	0.00
ENSOMYG00000000430	ENSOMYT00000000881,ENSOMYT00000000889,ENSOMYT00000000911,ENSOMYT00000000926,ENSOMYT00000000932,ENSOMYT00000000936,ENSOMYT00000000938,ENSOMYT00000000943,ENSOMYT00000118452,ENSOMYT00000126086	55.70	67.29	56.56	43.01	55.78	51.94	43.33	47.83	41.66	50.03	48.59	58.08
ENSOMYG00000000431	ENSOMYT00000000762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00
ENSOMYG00000000432	ENSOMYT00000000765,ENSOMYT00000000768	13.77	13.20	11.05	12.05	8.49	7.43	11.92	13.31	17.47	9.52	8.62	12.18
ENSOMYG00000000433	ENSOMYT00000000769,ENSOMYT00000000792	14.96	15.80	11.63	10.23	10.46	14.10	12.16	12.41	12.47	10.74	12.55	16.38
ENSOMYG00000000435	ENSOMYT00000000770,ENSOMYT00000000774,ENSOMYT00000000780,ENSOMYT00000000781	2.54	3.07	2.05	1.40	1.78	1.65	5.46	2.61	3.36	2.72	2.21	10.16
ENSOMYG00000000436	ENSOMYT00000000776,ENSOMYT00000000811,ENSOMYT00000000834,ENSOMYT00000000844,ENSOMYT00000000849,ENSOMYT00000000852,ENSOMYT00000000859	10.91	15.65	6.78	13.57	13.78	18.51	12.94	5.49	5.00	5.44	5.66	4.66
ENSOMYG00000000439	ENSOMYT00000000775,ENSOMYT00000000782,ENSOMYT00000000784,ENSOMYT00000000788	2.56	2.37	4.26	2.64	1.01	3.46	4.66	3.49	2.78	1.38	1.43	5.76
ENSOMYG00000000440	ENSOMYT00000000819,ENSOMYT00000000832,ENSOMYT00000000836	5.78	6.18	6.80	5.71	6.09	4.89	8.78	4.36	5.40	7.88	8.92	14.40
ENSOMYG00000000441	ENSOMYT00000000877,ENSOMYT00000000890,ENSOMYT00000000894,ENSOMYT00000000929,ENSOMYT00000000937,ENSOMYT00000000952,ENSOMYT00000000966,ENSOMYT00000000976,ENSOMYT00000000979,ENSOMYT00000080111	0.50	0.13	0.24	0.11	0.17	0.34	0.20	0.29	0.41	0.37	0.61	0.15
ENSOMYG00000000442	ENSOMYT00000000829	1.18	1.21	0.77	1.26	0.78	1.08	1.20	1.82	1.89	0.35	0.85	4.29
ENSOMYG00000000443	ENSOMYT00000000773	8.86	11.09	9.63	10.14	7.67	9.60	26.74	8.27	9.40	11.80	7.90	7.93
ENSOMYG00000000444	ENSOMYT00000000772	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000445	ENSOMYT00000000778	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000447	ENSOMYT00000000779	0.10	0.10	0.08	0.33	0.08	0.27	0.00	0.00	0.36	0.26	0.00	0.28
ENSOMYG00000000450	ENSOMYT00000000785	0.23	0.15	0.31	0.32	0.00	0.70	0.00	0.18	0.28	0.27	0.21	0.44
ENSOMYG00000000451	ENSOMYT00000000793,ENSOMYT00000000809,ENSOMYT00000149210,ENSOMYT00000159175	4.86	4.55	3.56	2.89	3.85	3.86	3.95	2.78	3.04	2.86	1.28	4.49
ENSOMYG00000000453	ENSOMYT00000000850,ENSOMYT00000000873,ENSOMYT00000000885,ENSOMYT00000000891,ENSOMYT00000000895	5.33	3.88	3.43	2.95	2.18	3.97	2.49	3.11	4.26	2.78	4.63	9.20
ENSOMYG00000000454	ENSOMYT00000000790	7.95	8.33	12.19	6.96	13.59	7.43	15.50	6.44	8.60	11.21	8.17	9.56
ENSOMYG00000000456	ENSOMYT00000000830,ENSOMYT00000000839,ENSOMYT00000000846,ENSOMYT00000000856,ENSOMYT00000000862	0.00	0.20	0.00	0.17	0.11	0.00	0.00	0.05	0.00	0.14	0.06	0.37
ENSOMYG00000000457	ENSOMYT00000000798	0.10	0.48	0.47	0.24	0.08	0.45	0.00	0.00	0.36	0.35	0.18	0.19
ENSOMYG00000000459	ENSOMYT00000000808,ENSOMYT00000134922,ENSOMYT00000142263,ENSOMYT00000154177,ENSOMYT00000156076,ENSOMYT00000158254,ENSOMYT00000167265	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000460	ENSOMYT00000000823	132.04	209.08	117.78	132.93	100.40	162.58	61.83	82.83	130.96	126.35	135.17	100.15
ENSOMYG00000000462	ENSOMYT00000000806	0.49	0.44	1.43	0.60	1.44	1.17	1.69	2.08	0.56	1.07	1.57	3.97
ENSOMYG00000000463	ENSOMYT00000000913,ENSOMYT00000000935,ENSOMYT00000000944,ENSOMYT00000000953,ENSOMYT00000000960,ENSOMYT00000110753	93.78	103.07	96.71	104.95	89.31	87.88	88.95	91.37	91.39	104.59	92.98	98.74
ENSOMYG00000000464	ENSOMYT00000000817,ENSOMYT00000000822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000000465	ENSOMYT00000000810,ENSOMYT00000061886,ENSOMYT00000155103	1.03	1.41	1.69	0.99	1.23	0.98	1.32	1.81	2.21	1.12	2.09	11.87
ENSOMYG00000000466	ENSOMYT00000081662	1.48	7.93	19.34	3.30	5.50	12.96	42.62	3.17	0.21	2.78	0.53	0.78
