gene_id	transcript_id(s)	RainbowTrout_RNA_HeadKidney_Immature_Female_R1	RainbowTrout_RNA_HeadKidney_Immature_Female_R2	RainbowTrout_RNA_HeadKidney_Immature_Female_R3	RainbowTrout_RNA_HeadKidney_Immature_Male_R1	RainbowTrout_RNA_HeadKidney_Immature_Male_R2	RainbowTrout_RNA_HeadKidney_Immature_Male_R3	RainbowTrout_RNA_HeadKidney_Mature_Female_R1	RainbowTrout_RNA_HeadKidney_Mature_Female_R2	RainbowTrout_RNA_HeadKidney_Mature_Female_R3	RainbowTrout_RNA_HeadKidney_Mature_Male_R1	RainbowTrout_RNA_HeadKidney_Mature_Male_R2	RainbowTrout_RNA_HeadKidney_Mature_Male_R3
ENSOMYG00000009351	ENSOMYT00000021172	29.99	16.61	34.12	26.05	15.38	11.05	9.73	17.57	12.01	7.52	22.38	8.62
ENSOMYG00000009352	ENSOMYT00000018161	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14
ENSOMYG00000009353	ENSOMYT00000021175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009355	ENSOMYT00000021228,ENSOMYT00000021255,ENSOMYT00000021281	2.84	1.62	1.61	1.08	1.28	0.93	1.24	1.00	0.97	1.18	1.46	2.00
ENSOMYG00000009356	ENSOMYT00000021182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009357	ENSOMYT00000021222,ENSOMYT00000021226	848.63	714.01	880.70	818.03	799.51	807.40	873.01	890.11	884.32	681.69	944.93	836.53
ENSOMYG00000009358	ENSOMYT00000021197,ENSOMYT00000129324,ENSOMYT00000162599,ENSOMYT00000164844	0.37	0.23	0.05	0.11	0.05	0.22	0.00	0.02	0.13	0.00	0.03	0.00
ENSOMYG00000009360	ENSOMYT00000021311,ENSOMYT00000021336,ENSOMYT00000021444,ENSOMYT00000141265	8.39	9.43	2.25	5.80	1.04	9.79	15.62	9.06	6.51	6.18	7.23	3.07
ENSOMYG00000009361	ENSOMYT00000021208,ENSOMYT00000132508	5.07	8.48	7.08	6.57	5.99	8.94	8.65	9.80	8.70	8.59	8.93	4.78
ENSOMYG00000009362	ENSOMYT00000021198,ENSOMYT00000021262,ENSOMYT00000021343,ENSOMYT00000021538,ENSOMYT00000021620	8.50	7.39	7.90	8.93	6.98	7.52	7.84	8.01	6.04	6.71	7.76	7.72
ENSOMYG00000009365	ENSOMYT00000021215	0.64	1.41	1.33	0.15	0.14	0.58	0.30	0.29	0.59	0.63	0.15	0.69
ENSOMYG00000009366	ENSOMYT00000021220,ENSOMYT00000074439	258.32	325.39	463.26	406.35	268.64	351.15	717.58	684.14	799.71	394.19	456.27	361.86
ENSOMYG00000009368	ENSOMYT00000021225	4.17	5.06	6.65	3.75	4.79	5.37	6.47	8.13	9.61	5.17	4.92	4.54
ENSOMYG00000009372	ENSOMYT00000021278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009373	ENSOMYT00000021705,ENSOMYT00000021867,ENSOMYT00000021939,ENSOMYT00000021994,ENSOMYT00000022089,ENSOMYT00000022132	60.96	52.75	64.06	82.03	41.99	116.76	29.21	38.19	39.53	20.38	18.65	18.84
ENSOMYG00000009374	ENSOMYT00000021234	6.06	6.23	6.69	5.16	4.15	5.57	9.38	11.98	9.77	5.63	9.35	7.20
ENSOMYG00000009375	ENSOMYT00000021237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.00
ENSOMYG00000009377	ENSOMYT00000021246,ENSOMYT00000021256,ENSOMYT00000021274,ENSOMYT00000021284,ENSOMYT00000021299	14.93	9.33	9.25	7.64	8.08	9.68	7.20	8.21	7.27	5.90	8.84	9.60
ENSOMYG00000009378	ENSOMYT00000021243	0.00	0.29	0.00	0.00	0.32	0.09	0.00	0.00	0.00	0.00	0.22	0.68
ENSOMYG00000009381	ENSOMYT00000043360,ENSOMYT00000043381,ENSOMYT00000043411,ENSOMYT00000044863,ENSOMYT00000045204,ENSOMYT00000045276,ENSOMYT00000045379,ENSOMYT00000045409,ENSOMYT00000045865,ENSOMYT00000046182	0.04	0.00	0.02	0.03	0.00	0.10	0.02	0.03	0.04	0.00	0.00	0.00
ENSOMYG00000009382	ENSOMYT00000021282	0.16	0.17	0.19	0.00	0.07	0.30	0.00	0.08	0.14	0.05	0.20	0.13
ENSOMYG00000009385	ENSOMYT00000021259,ENSOMYT00000021285,ENSOMYT00000021310,ENSOMYT00000150929	0.00	0.02	0.03	0.03	0.05	0.04	0.12	0.10	0.29	0.08	0.00	0.00
ENSOMYG00000009386	ENSOMYT00000021254,ENSOMYT00000154585	0.01	0.01	0.00	0.01	0.13	0.02	0.03	0.10	0.07	0.09	0.06	0.08
ENSOMYG00000009387	ENSOMYT00000021645,ENSOMYT00000021661,ENSOMYT00000021671,ENSOMYT00000021681,ENSOMYT00000021688,ENSOMYT00000021696,ENSOMYT00000021713,ENSOMYT00000021719,ENSOMYT00000021732,ENSOMYT00000021737	41.21	26.24	39.98	21.44	18.54	24.55	27.99	15.92	12.99	16.16	31.53	50.52
ENSOMYG00000009388	ENSOMYT00000021283,ENSOMYT00000021293,ENSOMYT00000128027	9.58	8.21	10.83	6.04	5.59	8.74	7.52	12.19	11.56	8.66	10.33	5.90
ENSOMYG00000009389	ENSOMYT00000021270,ENSOMYT00000021279,ENSOMYT00000164602	0.07	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009390	ENSOMYT00000021277	19.67	25.37	22.69	18.43	19.88	17.77	27.69	43.78	41.32	16.71	25.67	18.80
ENSOMYG00000009391	ENSOMYT00000021286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009392	ENSOMYT00000021323,ENSOMYT00000021340	5.75	5.28	4.14	4.89	4.30	5.45	5.34	2.69	6.41	4.53	4.02	4.72
ENSOMYG00000009393	ENSOMYT00000031926,ENSOMYT00000032070,ENSOMYT00000033154,ENSOMYT00000033739,ENSOMYT00000033757,ENSOMYT00000033787,ENSOMYT00000033797,ENSOMYT00000033870,ENSOMYT00000034277,ENSOMYT00000133223	1.26	0.60	1.25	1.44	0.56	1.33	0.88	0.64	0.76	0.27	0.66	0.31
ENSOMYG00000009394	ENSOMYT00000021264	5.16	5.35	8.00	5.11	5.64	7.98	13.56	8.96	11.67	6.16	7.56	5.83
ENSOMYG00000009395	ENSOMYT00000021267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009396	ENSOMYT00000021607,ENSOMYT00000021707,ENSOMYT00000021773,ENSOMYT00000021855,ENSOMYT00000021873,ENSOMYT00000021876,ENSOMYT00000021892,ENSOMYT00000021897,ENSOMYT00000021910,ENSOMYT00000118152	45.22	44.06	46.01	26.76	24.57	30.55	45.61	61.23	56.84	56.64	60.10	33.93
ENSOMYG00000009397	ENSOMYT00000021397,ENSOMYT00000021409,ENSOMYT00000021432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009398	ENSOMYT00000021567,ENSOMYT00000021582,ENSOMYT00000021588,ENSOMYT00000021598,ENSOMYT00000021606,ENSOMYT00000021616,ENSOMYT00000021635,ENSOMYT00000021649	11.70	9.73	8.58	7.56	7.47	7.10	7.49	7.42	6.84	6.50	6.09	8.27
ENSOMYG00000009399	ENSOMYT00000021301,ENSOMYT00000147223,ENSOMYT00000152777,ENSOMYT00000158883	4.91	5.92	5.15	2.99	4.35	3.86	2.76	3.07	3.53	1.89	2.90	3.46
ENSOMYG00000009400	ENSOMYT00000021297	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009401	ENSOMYT00000021305	6.40	5.32	5.45	5.33	4.54	4.87	2.55	1.01	5.27	0.28	1.01	4.58
ENSOMYG00000009405	ENSOMYT00000021316,ENSOMYT00000021335	20.73	15.34	14.27	10.92	9.23	9.83	12.57	17.90	16.47	11.87	14.22	12.07
ENSOMYG00000009406	ENSOMYT00000021329,ENSOMYT00000021348,ENSOMYT00000021357,ENSOMYT00000021420,ENSOMYT00000137893,ENSOMYT00000148083,ENSOMYT00000159039	1959.69	1833.97	2175.90	2154.46	1765.86	2128.20	2955.69	2535.22	2242.36	2146.55	2680.75	2470.28
ENSOMYG00000009408	ENSOMYT00000021325,ENSOMYT00000121466,ENSOMYT00000126694,ENSOMYT00000132142,ENSOMYT00000147652,ENSOMYT00000167557	2.45	1.65	2.40	2.57	1.40	1.64	1.48	1.08	1.73	1.41	1.30	1.20
ENSOMYG00000009409	ENSOMYT00000021349	137.62	103.57	101.60	69.51	49.85	97.23	84.50	159.92	136.49	120.79	89.38	41.38
ENSOMYG00000009410	ENSOMYT00000021330,ENSOMYT00000116541,ENSOMYT00000133484,ENSOMYT00000134106,ENSOMYT00000163557	0.56	0.00	0.00	0.41	0.01	0.21	0.03	0.00	0.00	0.00	0.09	0.04
ENSOMYG00000009413	ENSOMYT00000021344	1203.13	1133.88	1408.41	1382.74	1115.18	1225.81	1412.56	1144.30	1243.24	1066.89	1210.82	1363.74
ENSOMYG00000009415	ENSOMYT00000021391	0.20	0.00	0.32	0.00	0.41	0.00	0.00	0.00	0.14	0.24	0.00	0.00
ENSOMYG00000009416	ENSOMYT00000138129,ENSOMYT00000150800	0.65	0.25	0.46	0.11	0.21	0.23	0.41	1.05	0.00	0.05	0.13	0.26
ENSOMYG00000009418	ENSOMYT00000021380,ENSOMYT00000021394,ENSOMYT00000021507,ENSOMYT00000021527,ENSOMYT00000021563,ENSOMYT00000021627	2.97	3.37	2.23	4.27	1.77	3.94	1.27	0.00	1.45	0.18	0.64	3.98
ENSOMYG00000009419	ENSOMYT00000021356	0.00	0.00	0.27	0.73	0.00	1.36	0.00	0.00	0.48	0.20	0.00	0.27
ENSOMYG00000009421	ENSOMYT00000024355,ENSOMYT00000024474,ENSOMYT00000024490,ENSOMYT00000024496,ENSOMYT00000024519,ENSOMYT00000024571,ENSOMYT00000024716,ENSOMYT00000024800	7.04	7.41	8.24	7.55	5.81	5.40	3.49	5.26	6.24	4.76	4.32	3.71
ENSOMYG00000009423	ENSOMYT00000021434,ENSOMYT00000021454,ENSOMYT00000021480,ENSOMYT00000021485,ENSOMYT00000113102	17.53	13.98	10.32	9.42	7.53	7.69	14.19	15.08	6.31	5.99	4.43	5.37
ENSOMYG00000009424	ENSOMYT00000021751,ENSOMYT00000021838,ENSOMYT00000021875,ENSOMYT00000138567,ENSOMYT00000142811	5.10	1.95	1.90	1.64	0.65	0.72	0.85	0.65	1.32	0.41	0.39	1.93
ENSOMYG00000009425	ENSOMYT00000021359	0.49	0.07	0.13	0.06	0.17	0.00	0.29	0.49	0.17	0.15	0.24	0.34
ENSOMYG00000009426	ENSOMYT00000021361	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009427	ENSOMYT00000021372,ENSOMYT00000021383	6.58	6.24	5.12	3.04	3.22	4.50	3.63	2.41	3.55	3.45	4.84	6.83
ENSOMYG00000009428	ENSOMYT00000021364	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009430	ENSOMYT00000021374	1.01	1.13	0.75	0.45	0.58	1.23	0.21	0.03	0.48	0.15	0.29	0.33
ENSOMYG00000009432	ENSOMYT00000021385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009433	ENSOMYT00000021407,ENSOMYT00000021427	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.19	0.00
ENSOMYG00000009434	ENSOMYT00000021437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009435	ENSOMYT00000021483,ENSOMYT00000021490,ENSOMYT00000021504,ENSOMYT00000021535,ENSOMYT00000021548,ENSOMYT00000021554,ENSOMYT00000021569	4.02	2.75	3.35	1.98	2.45	2.04	2.24	1.82	2.41	1.44	2.11	2.37
ENSOMYG00000009436	ENSOMYT00000021422	0.03	0.05	0.02	0.00	0.04	0.02	0.00	0.00	0.06	0.02	0.02	0.00
ENSOMYG00000009438	ENSOMYT00000021416,ENSOMYT00000021429	56.21	76.56	95.09	66.89	53.14	66.13	124.31	139.14	129.69	85.32	91.10	60.29
ENSOMYG00000009439	ENSOMYT00000021398	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009440	ENSOMYT00000021386,ENSOMYT00000075193	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009441	ENSOMYT00000033251,ENSOMYT00000033478,ENSOMYT00000033762,ENSOMYT00000033911,ENSOMYT00000034055,ENSOMYT00000034839,ENSOMYT00000035401,ENSOMYT00000035442,ENSOMYT00000035447,ENSOMYT00000162161	21.50	17.19	20.20	15.29	11.96	11.87	21.48	26.90	25.60	17.98	19.59	15.83
ENSOMYG00000009443	ENSOMYT00000021414,ENSOMYT00000021448	5.61	11.52	6.99	4.88	5.17	7.93	3.97	5.91	4.52	3.66	3.84	7.55
ENSOMYG00000009445	ENSOMYT00000021393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009446	ENSOMYT00000021401	2.60	0.48	1.77	1.08	1.37	1.97	3.14	4.17	2.22	1.93	1.92	1.15
ENSOMYG00000009448	ENSOMYT00000021399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009450	ENSOMYT00000021463,ENSOMYT00000021505,ENSOMYT00000021537,ENSOMYT00000021550	20.51	20.36	20.36	22.73	14.49	18.23	16.03	17.80	18.40	14.11	12.47	13.30
ENSOMYG00000009451	ENSOMYT00000021419	531.38	690.58	708.96	841.04	458.57	715.68	209.13	271.26	262.31	155.75	261.64	241.27
ENSOMYG00000009452	ENSOMYT00000021418	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009455	ENSOMYT00000021328,ENSOMYT00000021438,ENSOMYT00000066082,ENSOMYT00000066164,ENSOMYT00000137020,ENSOMYT00000155501,ENSOMYT00000163706	40.25	38.05	27.43	22.57	16.88	25.42	13.84	9.02	10.35	9.88	19.18	57.38
ENSOMYG00000009456	ENSOMYT00000021670,ENSOMYT00000021693,ENSOMYT00000021755,ENSOMYT00000021763,ENSOMYT00000021774,ENSOMYT00000021781,ENSOMYT00000021784,ENSOMYT00000021793	25.35	18.75	17.18	13.83	14.18	18.35	13.94	14.91	13.40	17.13	14.30	17.62
ENSOMYG00000009458	ENSOMYT00000021459,ENSOMYT00000021472	10.63	6.69	8.94	7.55	6.08	7.56	7.79	9.09	8.59	7.40	6.31	8.13
ENSOMYG00000009460	ENSOMYT00000021497	2.14	3.82	1.46	1.70	1.97	0.73	0.50	0.49	2.18	2.24	1.83	0.89
ENSOMYG00000009461	ENSOMYT00000021465,ENSOMYT00000021512,ENSOMYT00000122452,ENSOMYT00000135938,ENSOMYT00000140430,ENSOMYT00000146276	21.74	26.01	30.18	29.10	17.64	22.38	24.53	30.16	30.34	19.23	19.44	17.15
ENSOMYG00000009463	ENSOMYT00000021442,ENSOMYT00000129565	1.77	2.71	2.47	0.85	1.55	1.98	1.47	1.66	2.88	0.59	3.02	1.16
ENSOMYG00000009464	ENSOMYT00000021447,ENSOMYT00000021456,ENSOMYT00000021466,ENSOMYT00000021488,ENSOMYT00000021518,ENSOMYT00000021547,ENSOMYT00000021556,ENSOMYT00000021576	0.55	0.69	1.30	0.22	1.24	1.11	0.56	0.55	0.20	0.14	0.22	0.06
ENSOMYG00000009465	ENSOMYT00000021474,ENSOMYT00000021542,ENSOMYT00000021581	0.39	0.61	1.06	0.56	1.02	1.45	0.95	0.52	1.42	0.66	0.42	0.56
ENSOMYG00000009466	ENSOMYT00000021476	1.41	0.08	1.71	0.61	1.13	1.87	0.68	0.64	0.53	0.46	0.21	0.24
ENSOMYG00000009468	ENSOMYT00000020050,ENSOMYT00000021236,ENSOMYT00000021371,ENSOMYT00000021462,ENSOMYT00000021632,ENSOMYT00000127724,ENSOMYT00000165169	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009470	ENSOMYT00000057138,ENSOMYT00000058651,ENSOMYT00000059957,ENSOMYT00000060049,ENSOMYT00000060395,ENSOMYT00000060701,ENSOMYT00000060828,ENSOMYT00000060963,ENSOMYT00000061123,ENSOMYT00000141053	0.63	0.03	0.17	0.02	0.04	0.00	0.09	0.11	0.01	0.01	0.05	0.09
ENSOMYG00000009471	ENSOMYT00000021468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009473	ENSOMYT00000021546,ENSOMYT00000021560	0.09	0.07	0.17	0.12	0.00	0.30	0.08	0.15	0.00	0.10	0.25	0.07
ENSOMYG00000009474	ENSOMYT00000021475,ENSOMYT00000146288	0.19	0.16	0.19	0.03	0.10	0.20	0.03	0.06	0.13	0.03	0.04	0.08
ENSOMYG00000009477	ENSOMYT00000022684,ENSOMYT00000022785,ENSOMYT00000022821,ENSOMYT00000022851,ENSOMYT00000022878,ENSOMYT00000022909,ENSOMYT00000126332	68.89	53.86	66.98	72.24	40.30	48.57	83.52	95.10	85.57	49.71	64.81	46.59
ENSOMYG00000009478	ENSOMYT00000021470	0.17	0.07	0.07	0.00	0.00	0.11	0.00	0.39	0.40	0.30	0.00	0.07
ENSOMYG00000009479	ENSOMYT00000021491	9.09	6.67	9.58	8.83	7.56	9.62	10.35	9.30	7.04	8.14	6.86	7.47
ENSOMYG00000009480	ENSOMYT00000021496	3.27	4.05	4.06	4.78	4.03	6.02	6.70	6.56	5.49	3.68	4.93	5.30
ENSOMYG00000009481	ENSOMYT00000047677,ENSOMYT00000048875,ENSOMYT00000049841,ENSOMYT00000050509,ENSOMYT00000050584,ENSOMYT00000050589,ENSOMYT00000050600,ENSOMYT00000050754	23.66	14.94	12.24	10.57	9.40	11.17	12.25	13.85	12.30	9.98	12.32	10.91
ENSOMYG00000009482	ENSOMYT00000021503	4.45	7.36	4.96	4.68	5.61	6.07	4.64	5.48	4.30	4.41	8.92	6.60
ENSOMYG00000009485	ENSOMYT00000021511	7.43	4.04	4.68	5.58	5.01	7.33	3.79	2.42	4.96	1.97	3.13	5.26
ENSOMYG00000009486	ENSOMYT00000021756,ENSOMYT00000021791	2.01	1.25	1.47	1.02	0.77	1.12	1.39	1.51	0.87	0.70	0.52	0.55
ENSOMYG00000009488	ENSOMYT00000021517	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009489	ENSOMYT00000021524	31.64	21.25	23.33	22.98	12.69	19.08	24.76	23.20	23.42	15.87	18.16	25.35
ENSOMYG00000009490	ENSOMYT00000021522,ENSOMYT00000021534,ENSOMYT00000081075	8.94	9.42	17.46	13.24	8.37	14.25	19.21	17.90	31.79	16.68	17.66	14.34
ENSOMYG00000009491	ENSOMYT00000021526	2.72	3.21	2.79	1.79	1.34	1.93	1.52	3.74	2.16	1.96	2.89	2.10
ENSOMYG00000009492	ENSOMYT00000021529,ENSOMYT00000071622	3.74	5.15	5.20	2.53	2.48	4.87	4.20	1.89	2.35	4.77	7.38	3.83
ENSOMYG00000009495	ENSOMYT00000022008,ENSOMYT00000022016,ENSOMYT00000022044,ENSOMYT00000022078,ENSOMYT00000022101,ENSOMYT00000022114,ENSOMYT00000022124,ENSOMYT00000022130,ENSOMYT00000022134	10.86	6.49	5.13	3.69	3.58	3.55	5.21	4.78	4.96	4.41	4.29	5.86
ENSOMYG00000009496	ENSOMYT00000026626,ENSOMYT00000026689,ENSOMYT00000026705,ENSOMYT00000026728,ENSOMYT00000026840,ENSOMYT00000026922,ENSOMYT00000026932,ENSOMYT00000026943,ENSOMYT00000027096	19.84	15.45	13.19	12.54	10.50	10.08	4.58	4.25	7.05	2.07	6.86	11.63
ENSOMYG00000009498	ENSOMYT00000021575,ENSOMYT00000021640	2.62	1.57	1.33	0.90	1.01	1.15	0.59	0.47	1.09	0.76	1.09	1.86
ENSOMYG00000009501	ENSOMYT00000021599,ENSOMYT00000021623,ENSOMYT00000021636	11.29	7.13	5.60	3.36	3.38	3.24	2.35	1.61	1.99	1.75	0.76	3.67
ENSOMYG00000009503	ENSOMYT00000022461,ENSOMYT00000022497,ENSOMYT00000022529	0.99	0.71	0.55	0.63	0.35	0.57	0.16	0.10	0.20	0.06	0.07	0.38
ENSOMYG00000009506	ENSOMYT00000021585,ENSOMYT00000160549	9.05	5.61	5.27	4.87	3.15	3.65	2.32	3.02	3.19	2.75	1.75	2.81
ENSOMYG00000009507	ENSOMYT00000021564	1.86	1.09	0.27	4.15	0.84	2.63	0.39	0.92	0.33	0.16	0.40	0.00
ENSOMYG00000009508	ENSOMYT00000021566,ENSOMYT00000021571	6.09	4.61	3.51	4.69	3.59	4.76	4.42	3.96	4.56	3.34	5.85	4.22
ENSOMYG00000009510	ENSOMYT00000021594	0.00	0.24	0.23	0.20	0.08	0.59	0.00	0.00	0.04	0.03	0.04	0.39
ENSOMYG00000009511	ENSOMYT00000021573	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009512	ENSOMYT00000021570	17.60	12.73	11.44	11.76	11.18	12.92	6.52	5.87	8.78	6.68	7.95	9.08
ENSOMYG00000009513	ENSOMYT00000021580	5.24	3.66	0.00	0.00	0.00	2.70	0.00	1.83	1.86	5.25	0.00	3.07
ENSOMYG00000009516	ENSOMYT00000021686	28.17	20.41	17.30	13.58	11.79	18.90	8.26	7.50	7.18	8.15	10.56	24.39
ENSOMYG00000009517	ENSOMYT00000021718	5.65	6.80	4.72	4.07	4.17	6.13	3.09	2.85	3.88	3.66	2.06	3.68
ENSOMYG00000009518	ENSOMYT00000021614,ENSOMYT00000021626,ENSOMYT00000140650	0.00	0.08	0.00	0.13	0.00	0.06	0.00	0.12	0.00	0.00	0.00	0.00
ENSOMYG00000009519	ENSOMYT00000021593,ENSOMYT00000021618	21.69	13.92	12.68	10.60	9.57	11.61	12.56	9.94	11.71	10.63	12.44	15.88
ENSOMYG00000009520	ENSOMYT00000021590	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009522	ENSOMYT00000021597	4.59	3.75	2.85	2.63	3.43	3.11	1.23	0.40	1.85	0.33	0.37	2.44
ENSOMYG00000009523	ENSOMYT00000021600	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.15
ENSOMYG00000009524	ENSOMYT00000021604	0.38	0.18	0.00	0.00	0.00	0.04	0.12	0.00	0.04	0.16	0.12	0.05
ENSOMYG00000009526	ENSOMYT00000021653	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07
ENSOMYG00000009527	ENSOMYT00000021612	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
ENSOMYG00000009528	ENSOMYT00000021605	3.55	1.67	2.68	1.07	2.47	3.43	1.76	0.47	1.22	0.91	0.34	2.04
ENSOMYG00000009530	ENSOMYT00000021639	7.72	7.28	4.63	5.37	3.08	3.96	4.49	5.81	4.44	5.73	5.52	3.80
ENSOMYG00000009531	ENSOMYT00000021659,ENSOMYT00000021672	67.12	72.59	47.97	91.55	43.06	71.41	28.73	19.11	39.77	25.02	26.31	29.40
ENSOMYG00000009534	ENSOMYT00000021634	3.65	5.63	5.46	2.87	3.16	4.24	3.23	6.51	4.07	6.82	5.86	2.01
ENSOMYG00000009536	ENSOMYT00000021625	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009537	ENSOMYT00000021628,ENSOMYT00000021641	0.21	0.28	0.13	0.11	0.06	0.00	0.03	0.05	0.00	0.05	0.00	0.03
ENSOMYG00000009538	ENSOMYT00000130497	0.58	1.22	0.30	0.60	1.07	0.92	0.14	0.32	0.80	1.21	0.21	0.64
ENSOMYG00000009539	ENSOMYT00000021637	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009540	ENSOMYT00000021629	4.88	3.87	3.90	3.07	3.82	4.75	0.80	2.81	1.95	2.97	3.19	2.79
ENSOMYG00000009541	ENSOMYT00000021630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009543	ENSOMYT00000021638,ENSOMYT00000021647	1.00	0.80	1.11	0.66	1.32	1.72	1.16	1.57	1.39	1.09	1.39	0.44
ENSOMYG00000009544	ENSOMYT00000021654	0.15	0.00	0.00	0.00	0.00	0.20	0.00	0.10	0.00	0.00	0.00	0.00
ENSOMYG00000009545	ENSOMYT00000021753,ENSOMYT00000021778,ENSOMYT00000021837,ENSOMYT00000021845	12.76	9.42	13.49	16.22	9.46	15.36	15.98	18.17	16.16	7.55	12.49	6.45
ENSOMYG00000009546	ENSOMYT00000021679,ENSOMYT00000079929,ENSOMYT00000092139,ENSOMYT00000092171,ENSOMYT00000092185,ENSOMYT00000092226,ENSOMYT00000092247,ENSOMYT00000092256	84.14	27.23	31.59	13.34	17.97	35.23	13.41	33.31	145.06	7.69	16.98	17.54
ENSOMYG00000009547	ENSOMYT00000021666	256.52	274.41	330.67	204.37	226.92	273.45	498.56	546.31	482.18	414.75	356.26	210.75
ENSOMYG00000009549	ENSOMYT00000021665	31.42	27.07	21.96	17.71	19.09	18.22	16.42	11.64	13.21	12.68	14.51	13.04
ENSOMYG00000009550	ENSOMYT00000021650	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009551	ENSOMYT00000021656,ENSOMYT00000021676,ENSOMYT00000021692	5.93	3.52	3.48	2.78	2.45	3.09	5.97	6.77	2.30	1.73	4.56	1.73
ENSOMYG00000009553	ENSOMYT00000021660,ENSOMYT00000056168,ENSOMYT00000119117	23.64	22.43	25.79	24.84	18.58	24.65	23.13	23.87	26.91	17.24	25.42	20.67
ENSOMYG00000009554	ENSOMYT00000021663,ENSOMYT00000135130	11.78	14.38	13.14	10.50	12.11	17.22	10.73	17.03	10.37	11.17	18.33	14.55
ENSOMYG00000009555	ENSOMYT00000021675	0.31	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000009557	ENSOMYT00000021673	0.15	0.00	0.15	0.00	0.00	0.29	0.07	0.06	0.07	0.00	0.07	0.00
ENSOMYG00000009558	ENSOMYT00000021691,ENSOMYT00000021708,ENSOMYT00000126802	14.58	14.89	16.36	16.50	11.33	14.48	15.83	19.20	23.39	17.11	16.51	15.18
ENSOMYG00000009559	ENSOMYT00000021717,ENSOMYT00000021731	8.77	10.68	13.35	12.06	10.06	15.13	14.13	16.10	15.07	8.72	11.81	13.44
ENSOMYG00000009560	ENSOMYT00000021711	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
